,spin_landing,time,session_spin_count
73,30,2020-10-23 17:14:40.207508,77
74,23,2020-10-23 17:14:46.658073,78
75,34,2020-10-23 17:14:52.188622,79
76,20,2020-10-23 17:14:55.544693,80
77, 7 ,2020-10-23 17:14:56.962571,81
78,35,2020-10-23 17:14:59.966520,82
79, 4 ,2020-10-23 17:15:02.203547,83
80,30,2020-10-23 17:15:04.485208,84
81, 6 ,2020-10-23 17:15:06.129509,85
82, 6 ,2020-10-23 17:15:06.653621,86
83,36,2020-10-23 17:15:12.484473,87
84, 2 ,2020-10-23 17:15:21.860813,89
85, 3 ,2020-10-23 17:15:28.381505,90
86, 1 ,2020-10-23 17:15:30.823766,91
87,10,2020-10-23 17:15:33.048079,92
88,31,2020-10-23 17:15:39.167191,93
89,33,2020-10-23 17:15:44.396542,94
90,33,2020-10-23 17:15:47.543851,95
91,24,2020-10-23 17:15:51.174742,96
92,24,2020-10-23 17:15:51.990205,97
93, 0 ,2020-10-23 17:15:55.952756,98
94,12,2020-10-23 17:16:04.238268,99
95, 9 ,2020-10-23 17:16:07.380477,100
96, 8 ,2020-10-23 17:16:09.446703,101
97,13,2020-10-23 17:16:14.164293,102
98,10,2020-10-23 17:16:17.550480,103
99, 1 ,2020-10-23 17:16:20.505384,104
100,11,2020-10-23 17:16:23.661755,105
101,22,2020-10-23 17:16:26.133667,106
102,10,2020-10-23 17:16:29.973590,107
103,24,2020-10-23 17:16:32.167394,108
104,24,2020-10-23 17:16:34.362332,109
105,23,2020-10-23 17:16:38.695564,110
106, 7 ,2020-10-23 17:16:42.666501,111
107, 8 ,2020-10-23 17:16:44.894218,112
108,26,2020-10-23 17:16:48.486844,113
109,34,2020-10-23 17:16:51.330832,114
110,19,2020-10-23 17:17:17.314323,115
111, 9 ,2020-10-23 17:17:21.352251,116
112,34,2020-10-23 17:17:23.379140,117
113,10,2020-10-23 17:17:26.729870,118
114,30,2020-10-23 17:17:28.496469,119
115,27,2020-10-23 17:17:31.716569,120
116, 9 ,2020-10-23 17:17:44.177176,121
117, 7 ,2020-10-23 17:17:45.994246,122
118, 2 ,2020-10-23 17:17:48.084488,123
119, 1 ,2020-10-23 17:17:51.136280,124
120, 3 ,2020-10-23 17:17:56.782025,125
121,16,2020-10-23 17:18:00.462553,126
122,33,2020-10-23 17:18:03.816740,127
123,12,2020-10-23 17:18:10.007632,128
124,13,2020-10-23 17:18:13.200960,129
125, 2 ,2020-10-23 17:18:19.181665,130
126,22,2020-10-23 17:18:22.379390,131
127,35,2020-10-23 17:18:25.976003,132
128,18,2020-10-23 17:18:30.594905,133
129,34,2020-10-23 17:18:34.853815,134
130,18,2020-10-23 17:18:40.455133,135
131, 5 ,2020-10-23 17:18:42.505205,136
132,34,2020-10-23 17:18:45.551791,137
133,13,2020-10-23 17:18:48.733188,138
134,25,2020-10-23 17:18:51.208645,139
135,20,2020-10-23 17:18:56.913830,140
136,35,2020-10-23 17:19:01.958803,141
137,27,2020-10-23 17:19:04.896317,142
138,31,2020-10-23 17:19:07.737241,143
139, 9 ,2020-10-23 17:19:11.069195,144
140,11,2020-10-23 17:19:15.591896,145
141,25,2020-10-23 17:19:19.383519,146
142,34,2020-10-23 17:19:21.757922,147
143,32,2020-10-23 17:19:25.817622,148
144, 5 ,2020-10-23 17:19:30.334851,149
145, 7 ,2020-10-23 17:19:33.216234,150
146,24,2020-10-23 17:19:35.051335,151
147,15,2020-10-23 17:19:37.137273,152
148,19,2020-10-23 17:19:40.691165,153
149,18,2020-10-23 17:19:44.004327,154
150,21,2020-10-23 17:19:46.912705,155
151,11,2020-10-23 17:19:50.825553,156
152, 3 ,2020-10-23 17:19:54.704896,157
153,26,2020-10-23 17:21:14.638420,158
154, 4 ,2020-10-23 17:22:38.158211,163
155,16,2020-10-23 17:22:40.144867,164
156,11,2020-10-23 17:22:41.927703,165
157, 2 ,2020-10-23 17:22:45.491101,166
158,28,2020-10-23 17:22:48.560565,167
159,27,2020-10-23 17:22:50.961662,168
160, 3 ,2020-10-23 17:22:53.060405,169
161, 1 ,2020-10-23 17:22:55.451100,170
162,22,2020-10-23 17:22:58.342718,171
163,26,2020-10-23 17:23:03.186949,172
164,22,2020-10-23 17:23:05.168054,173
165,10,2020-10-23 17:23:07.057665,174
166, 2 ,2020-10-23 17:23:08.368150,175
167, 1 ,2020-10-23 17:23:08.891424,176
168,33,2020-10-23 17:23:17.618317,177
169,20,2020-10-23 17:23:22.238669,178
170, 5 ,2020-10-23 17:23:25.879821,179
171,35,2020-10-23 17:23:30.568853,180
172,28,2020-10-23 17:23:34.134702,181
173, 7 ,2020-10-23 17:23:37.299005,182
174, 4 ,2020-10-23 17:23:44.278675,183
175,33,2020-10-23 17:23:48.841556,184
176, 7 ,2020-10-23 17:23:50.290869,185
177, 9 ,2020-10-23 17:23:52.668004,186
