,spin_landing,time,session_spin_count
172,25,2020-10-21 17:08:06.687255,176
173,18,2020-10-21 17:08:09.045143,177
174,22,2020-10-21 17:08:11.362937,178
175,32,2020-10-21 17:08:15.241595,179
176,11,2020-10-21 17:08:19.260880,180
177,31,2020-10-21 17:08:22.721055,181
178,25,2020-10-21 17:08:25.756351,182
179,25,2020-10-21 17:08:27.212825,183
180, 3 ,2020-10-21 17:08:31.618983,184
181,19,2020-10-21 17:08:36.168177,185
182, 5 ,2020-10-21 17:08:38.229170,186
